Province,Crime_Category,Year,Total_Crimes,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Other Cases,Arms Act,Explosive,Narcotics,Smuggling,Total,Total Cases
Northern Cape,Robbery of cash in transit,2015,1.0,,,,,,,,,,,,,,,,,
Northern Cape,Bank robbery,2015,0.0,,,,,,,,,,,,,,,,,
Northern Cape,Truck hijacking,2015,2.0,,,,,,,,,,,,,,,,,
Northern Cape,Arson,2015,172.0,,,,,,,,,,,,,,,,,
Northern Cape,Malicious damage to property,2015,3084.0,,,,,,,,,,,,,,,,,
Northern Cape,Contact-related crime,2015,3256.0,,,,,,,,,,,,,,,,,
Northern Cape,Burglary at non-residential premises,2015,2203.0,,,,,,,,,,,,,,,,,
Northern Cape,Burglary at residential premises,2015,6469.0,,,,,,,,,,,,,,,,,
Northern Cape,Theft of motor vehicle and motorcycle,2015,246.0,,,,,,,,,,,,,,,,,
Northern Cape,Theft out of or from motor vehicle,2015,2962.0,,,,,,,,,,,,,,,,,
Northern Cape,Stock-theft,2015,1332.0,,,,,,,,,,,,,,,,,
Northern Cape,Property-related crime,2015,13212.0,,,,,,,,,,,,,,,,,
Northern Cape,All theft not mentioned elsewhere,2015,7316.0,,,,,,,,,,,,,,,,,
Northern Cape,Commercial crime,2015,1037.0,,,,,,,,,,,,,,,,,
Northern Cape,Shoplifting,2015,1276.0,,,,,,,,,,,,,,,,,
Northern Cape,17 Community reported serious crime,2015,45068.0,,,,,,,,,,,,,,,,,
Northern Cape,Illegal possession of firearms and ammunition,2015,92.0,,,,,,,,,,,,,,,,,
Northern Cape,Drug-related crime,2015,4344.0,,,,,,,,,,,,,,,,,
Northern Cape,Driving under the influence of alcohol or drugs,2015,725.0,,,,,,,,,,,,,,,,,
Northern Cape,Sexual offences detected as a result of police action,2015,22.0,,,,,,,,,,,,,,,,,
Northern Cape,Crime detected as a result of police action,2015,5183.0,,,,,,,,,,,,,,,,,
Northern Cape,Kidnapping,2015,64.0,,,,,,,,,,,,,,,,,
Western Cape,Murder,2015,3224.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual offences,2015,7130.0,,,,,,,,,,,,,,,,,
Western Cape,Attempted murder,2015,3444.0,,,,,,,,,,,,,,,,,
Western Cape,Assault with the intent to inflict grievous bodily harm,2015,25539.0,,,,,,,,,,,,,,,,,
Western Cape,Common assault,2015,41304.0,,,,,,,,,,,,,,,,,
Western Cape,Common robbery,2015,12485.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery with aggravating circumstances,2015,23732.0,,,,,,,,,,,,,,,,,
Western Cape,Contact crime (Crimes against the person),2015,116858.0,,,,,,,,,,,,,,,,,
Western Cape,Rape,2015,4800.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual assault,2015,1576.0,,,,,,,,,,,,,,,,,
Western Cape,Attempted sexual offences,2015,437.0,,,,,,,,,,,,,,,,,
Western Cape,Contact sexual offences,2015,317.0,,,,,,,,,,,,,,,,,
Western Cape,Carjacking,2015,2032.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery at residential premises,2015,2574.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery at non-residential premises,2015,1973.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery of cash in transit,2015,24.0,,,,,,,,,,,,,,,,,
Western Cape,Bank robbery,2015,0.0,,,,,,,,,,,,,,,,,
Western Cape,Truck hijacking,2015,46.0,,,,,,,,,,,,,,,,,
Western Cape,Arson,2015,757.0,,,,,,,,,,,,,,,,,
Western Cape,Malicious damage to property,2015,29217.0,,,,,,,,,,,,,,,,,
Western Cape,Contact-related crime,2015,29974.0,,,,,,,,,,,,,,,,,
Western Cape,Burglary at non-residential premises,2015,13344.0,,,,,,,,,,,,,,,,,
Western Cape,Burglary at residential premises,2015,47569.0,,,,,,,,,,,,,,,,,
Western Cape,Theft of motor vehicle and motorcycle,2015,8378.0,,,,,,,,,,,,,,,,,
Western Cape,Theft out of or from motor vehicle,2015,41458.0,,,,,,,,,,,,,,,,,
Western Cape,Stock-theft,2015,861.0,,,,,,,,,,,,,,,,,
Western Cape,Property-related crime,2015,111610.0,,,,,,,,,,,,,,,,,
Western Cape,All theft not mentioned elsewhere,2015,92032.0,,,,,,,,,,,,,,,,,
Western Cape,Commercial crime,2015,10986.0,,,,,,,,,,,,,,,,,
Western Cape,Shoplifting,2015,13492.0,,,,,,,,,,,,,,,,,
Western Cape,Other serious crime,2015,116510.0,,,,,,,,,,,,,,,,,
Western Cape,17 Community reported serious crime,2015,374952.0,,,,,,,,,,,,,,,,,
Western Cape,Drug-related crime,2015,93996.0,,,,,,,,,,,,,,,,,
Western Cape,Driving under the influence of alcohol or drugs,2015,11725.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual offences detected as a result of police action,2015,242.0,,,,,,,,,,,,,,,,,
Western Cape,Crime detected as a result of police action,2015,108782.0,,,,,,,,,,,,,,,,,
Western Cape,Kidnapping,2015,748.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Murder,2016,19016.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual offences,2016,49660.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Attempted murder,2016,18205.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Assault with the intent to inflict grievous bodily harm,2016,170616.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Common assault,2016,156450.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Common robbery,2016,53418.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery with aggravating circumstances,2016,140956.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact crime (Crimes against the person),2016,608321.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Rape,2016,39828.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual assault,2016,6271.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Attempted sexual offences,2016,2073.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact sexual offences,2016,1488.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Carjacking,2016,16717.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery at residential premises,2016,22343.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery at non-residential premises,2016,20680.0,,,,,,,,,,,,,,,,,
Republic of South Africa,TRIO Crime,2016,59740.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery of cash in transit,2016,152.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Bank robbery,2016,3.0,,,,,,,,,,,,,,,,,
Eastern Cape,All theft not mentioned elsewhere,2016,4927.5,,,,,,,,,,,,,,,,,
Republic of South Africa,Arson,2016,4321.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Malicious damage to property,2016,116409.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact-related crime,2016,120730.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Burglary at non-residential premises,2016,75618.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Burglary at residential premises,2016,246654.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Theft of motor vehicle and motorcycle,2016,53307.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Theft out of or from motor vehicle,2016,138172.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Stock-theft,2016,26902.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Property-related crime,2016,540653.0,,,,,,,,,,,,,,,,,
Republic of South Africa,All theft not mentioned elsewhere,2016,328272.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Commercial crime,2016,73550.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Shoplifting,2016,67454.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Other serious crime,2016,469276.0,,,,,,,,,,,,,,,,,
Republic of South Africa,17 Community reported serious crime,2016,1738980.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Illegal possession of firearms and ammunition,2016,16134.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Driving under the influence of alcohol or drugs,2016,75034.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual offences detected as a result of police action,2016,6164.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Crime detected as a result of police action,2016,390021.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Kidnapping,2016,4991.0,,,,,,,,,,,,,,,,,
Eastern Cape,Murder,2016,3628.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual offences,2016,8050.0,,,,,,,,,,,,,,,,,
Eastern Cape,Attempted murder,2016,2110.0,,,,,,,,,,,,,,,,,
Eastern Cape,Assault with the intent to inflict grievous bodily harm,2016,23241.0,,,,,,,,,,,,,,,,,
Eastern Cape,Common assault,2016,11100.0,,,,,,,,,,,,,,,,,
Eastern Cape,Common robbery,2016,3707.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery with aggravating circumstances,2016,13688.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact crime (Crimes against the person),2016,65524.0,,,,,,,,,,,,,,,,,
Eastern Cape,Rape,2016,6836.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual assault,2016,753.0,,,,,,,,,,,,,,,,,
Eastern Cape,Attempted sexual offences,2016,301.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact sexual offences,2016,160.0,,,,,,,,,,,,,,,,,
Eastern Cape,Carjacking,2016,955.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery at residential premises,2016,2171.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery at non-residential premises,2016,2369.0,,,,,,,,,,,,,,,,,
Eastern Cape,TRIO Crime,2016,5495.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery of cash in transit,2016,11.0,,,,,,,,,,,,,,,,,
Eastern Cape,Bank robbery,2016,1.0,,,,,,,,,,,,,,,,,
Eastern Cape,Truck hijacking,2016,82.0,,,,,,,,,,,,,,,,,
Eastern Cape,Arson,2016,748.0,,,,,,,,,,,,,,,,,
Eastern Cape,Malicious damage to property,2016,12062.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact-related crime,2016,12810.0,,,,,,,,,,,,,,,,,
Eastern Cape,Burglary at non-residential premises,2016,7755.0,,,,,,,,,,,,,,,,,
Eastern Cape,Burglary at residential premises,2016,24385.0,,,,,,,,,,,,,,,,,
Eastern Cape,Theft out of or from motor vehicle,2016,12195.0,,,,,,,,,,,,,,,,,
Eastern Cape,Stock-theft,2016,6023.0,,,,,,,,,,,,,,,,,
Eastern Cape,Property-related crime,2016,53097.0,,,,,,,,,,,,,,,,,
Eastern Cape,All theft not mentioned elsewhere,2016,24486.0,,,,,,,,,,,,,,,,,
Eastern Cape,Commercial crime,2016,6567.0,,,,,,,,,,,,,,,,,
Eastern Cape,Shoplifting,2016,5408.0,,,,,,,,,,,,,,,,,
Eastern Cape,Other serious crime,2016,36461.0,,,,,,,,,,,,,,,,,
Eastern Cape,17 Community reported serious crime,2016,167892.0,,,,,,,,,,,,,,,,,
Eastern Cape,Illegal possession of firearms and ammunition,2016,2045.0,,,,,,,,,,,,,,,,,
Eastern Cape,Drug-related crime,2016,17710.0,,,,,,,,,,,,,,,,,
Eastern Cape,Driving under the influence of alcohol or drugs,2016,6090.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual offences detected as a result of police action,2016,337.0,,,,,,,,,,,,,,,,,
Eastern Cape,Crime detected as a result of police action,2016,26182.0,,,,,,,,,,,,,,,,,
Eastern Cape,Kidnapping,2016,387.0,,,,,,,,,,,,,,,,,
Free State,Murder,2016,950.0,,,,,,,,,,,,,,,,,
Free State,Sexual offences,2016,3488.0,,,,,,,,,,,,,,,,,
Free State,Attempted murder,2016,694.0,,,,,,,,,,,,,,,,,
Free State,Assault with the intent to inflict grievous bodily harm,2016,11702.0,,,,,,,,,,,,,,,,,
Free State,Common assault,2016,13568.0,,,,,,,,,,,,,,,,,
Free State,Common robbery,2016,2192.0,,,,,,,,,,,,,,,,,
Free State,Robbery with aggravating circumstances,2016,5147.0,,,,,,,,,,,,,,,,,
Free State,Contact crime (Crimes against the person),2016,37741.0,,,,,,,,,,,,,,,,,
Free State,Rape,2016,2702.0,,,,,,,,,,,,,,,,,
Free State,Sexual assault,2016,474.0,,,,,,,,,,,,,,,,,
Free State,Attempted sexual offences,2016,154.0,,,,,,,,,,,,,,,,,
Free State,Contact sexual offences,2016,158.0,,,,,,,,,,,,,,,,,
Free State,Carjacking,2016,234.0,,,,,,,,,,,,,,,,,
Free State,Robbery at non-residential premises,2016,973.0,,,,,,,,,,,,,,,,,
Free State,TRIO Crime,2016,2082.0,,,,,,,,,,,,,,,,,
Free State,Robbery of cash in transit,2016,12.0,,,,,,,,,,,,,,,,,
Free State,Bank robbery,2016,0.0,,,,,,,,,,,,,,,,,
Free State,Truck hijacking,2016,41.0,,,,,,,,,,,,,,,,,
Free State,Arson,2016,186.0,,,,,,,,,,,,,,,,,
Free State,Malicious damage to property,2016,6652.0,,,,,,,,,,,,,,,,,
Free State,Contact-related crime,2016,6838.0,,,,,,,,,,,,,,,,,
Free State,Burglary at non-residential premises,2016,5011.0,,,,,,,,,,,,,,,,,
Free State,Burglary at residential premises,2016,14635.0,,,,,,,,,,,,,,,,,
Free State,Theft of motor vehicle and motorcycle,2016,1588.0,,,,,,,,,,,,,,,,,
Free State,Theft out of or from motor vehicle,2016,4822.0,,,,,,,,,,,,,,,,,
Free State,Stock-theft,2016,3677.0,,,,,,,,,,,,,,,,,
Free State,Property-related crime,2016,29733.0,,,,,,,,,,,,,,,,,
Free State,All theft not mentioned elsewhere,2016,15623.0,,,,,,,,,,,,,,,,,
Free State,Commercial crime,2016,4511.0,,,,,,,,,,,,,,,,,
Free State,Shoplifting,2016,3214.0,,,,,,,,,,,,,,,,,
Free State,Other serious crime,2016,23348.0,,,,,,,,,,,,,,,,,
Free State,Illegal possession of firearms and ammunition,2016,527.0,,,,,,,,,,,,,,,,,
Free State,Drug-related crime,2016,11314.0,,,,,,,,,,,,,,,,,
Free State,Driving under the influence of alcohol or drugs,2016,2828.0,,,,,,,,,,,,,,,,,
Free State,Sexual offences detected as a result of police action,2016,346.0,,,,,,,,,,,,,,,,,
Free State,Crime detected as a result of police action,2016,15015.0,,,,,,,,,,,,,,,,,
Free State,Kidnapping,2016,233.0,,,,,,,,,,,,,,,,,
Gauteng,Murder,2016,4101.0,,,,,,,,,,,,,,,,,
Gauteng,Sexual offences,2016,9566.0,,,,,,,,,,,,,,,,,
Gauteng,Attempted murder,2016,4872.0,,,,,,,,,,,,,,,,,
Gauteng,Assault with the intent to inflict grievous bodily harm,2016,39684.0,,,,,,,,,,,,,,,,,
Gauteng,Common robbery,2016,17367.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery with aggravating circumstances,2016,53793.0,,,,,,,,,,,,,,,,,
Gauteng,Contact crime (Crimes against the person),2016,171466.0,,,,,,,,,,,,,,,,,
Gauteng,Rape,2016,7700.0,,,,,,,,,,,,,,,,,
Gauteng,Sexual assault,2016,1277.0,,,,,,,,,,,,,,,,,
Gauteng,Attempted sexual offences,2016,286.0,,,,,,,,,,,,,,,,,
Gauteng,Contact sexual offences,2016,303.0,,,,,,,,,,,,,,,,,
Gauteng,Carjacking,2016,8610.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery at residential premises,2016,8731.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery at non-residential premises,2016,7187.0,,,,,,,,,,,,,,,,,
Gauteng,TRIO Crime,2016,24528.0,,,,,,,,,,,,,,,,,
Gauteng,Robbery of cash in transit,2016,33.0,,,,,,,,,,,,,,,,,
Gauteng,Bank robbery,2016,1.0,,,,,,,,,,,,,,,,,
Gauteng,Truck hijacking,2016,668.0,,,,,,,,,,,,,,,,,
Gauteng,Arson,2016,724.0,,,,,,,,,,,,,,,,,
Gauteng,Malicious damage to property,2016,33299.0,,,,,,,,,,,,,,,,,
Gauteng,Contact-related crime,2016,34023.0,,,,,,,,,,,,,,,,,
Gauteng,Burglary at non-residential premises,2016,17173.0,,,,,,,,,,,,,,,,,
Gauteng,Burglary at residential premises,2016,63661.0,,,,,,,,,,,,,,,,,
Gauteng,Theft of motor vehicle and motorcycle,2016,27674.0,,,,,,,,,,,,,,,,,
Gauteng,Theft out of or from motor vehicle,2016,45266.0,,,,,,,,,,,,,,,,,
Gauteng,Stock-theft,2016,987.0,,,,,,,,,,,,,,,,,
Gauteng,Property-related crime,2016,154761.0,,,,,,,,,,,,,,,,,
Gauteng,All theft not mentioned elsewhere,2016,97633.0,,,,,,,,,,,,,,,,,
Gauteng,Commercial crime,2016,24147.0,,,,,,,,,,,,,,,,,
Gauteng,Shoplifting,2016,21194.0,,,,,,,,,,,,,,,,,
Gauteng,17 Community reported serious crime,2016,503224.0,,,,,,,,,,,,,,,,,
Gauteng,Illegal possession of firearms and ammunition,2016,4126.0,,,,,,,,,,,,,,,,,
Gauteng,Drug-related crime,2016,62837.0,,,,,,,,,,,,,,,,,
Gauteng,Driving under the influence of alcohol or drugs,2016,27834.0,,,,,,,,,,,,,,,,,
Gauteng,Sexual offences detected as a result of police action,2016,606.0,,,,,,,,,,,,,,,,,
Gauteng,Crime detected as a result of police action,2016,95403.0,,,,,,,,,,,,,,,,,
Gauteng,Kidnapping,2016,1860.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual offences,2016,8484.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Attempted murder,2016,3914.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Assault with the intent to inflict grievous bodily harm,2016,26824.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Common assault,2016,22285.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Common robbery,2016,7305.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery with aggravating circumstances,2016,22327.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact crime (Crimes against the person),2016,95153.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Rape,2016,7032.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual assault,2016,1039.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Attempted sexual offences,2016,226.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact sexual offences,2016,187.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Carjacking,2016,3029.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery at residential premises,2016,4255.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery at non-residential premises,2016,2951.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery of cash in transit,2016,25.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Bank robbery,2016,1.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Truck hijacking,2016,81.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Arson,2016,699.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Malicious damage to property,2016,14010.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact-related crime,2016,14709.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Burglary at non-residential premises,2016,11253.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Burglary at residential premises,2016,41013.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Theft of motor vehicle and motorcycle,2016,8413.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Theft out of or from motor vehicle,2016,16854.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Stock-theft,2016,5959.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Property-related crime,2016,83492.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,All theft not mentioned elsewhere,2016,42577.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Commercial crime,2016,12405.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Shoplifting,2016,12302.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Other serious crime,2016,67284.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,17 Community reported serious crime,2016,260638.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Illegal possession of firearms and ammunition,2016,4000.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Drug-related crime,2016,50429.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual offences detected as a result of police action,2016,3558.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Crime detected as a result of police action,2016,71390.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Kidnapping,2016,948.0,,,,,,,,,,,,,,,,,
Limpopo,Murder,2016,813.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual offences,2016,3823.0,,,,,,,,,,,,,,,,,
Limpopo,Attempted murder,2016,827.0,,,,,,,,,,,,,,,,,
Limpopo,Assault with the intent to inflict grievous bodily harm,2016,12934.0,,,,,,,,,,,,,,,,,
Limpopo,Common assault,2016,8365.0,,,,,,,,,,,,,,,,,
Limpopo,Common robbery,2016,3224.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery with aggravating circumstances,2016,6735.0,,,,,,,,,,,,,,,,,
Limpopo,Contact crime (Crimes against the person),2016,36721.0,,,,,,,,,,,,,,,,,
Limpopo,Rape,2016,3317.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual assault,2016,240.0,,,,,,,,,,,,,,,,,
Limpopo,Attempted sexual offences,2016,195.0,,,,,,,,,,,,,,,,,
Limpopo,Contact sexual offences,2016,71.0,,,,,,,,,,,,,,,,,
Limpopo,Carjacking,2016,458.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery at non-residential premises,2016,1749.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery of cash in transit,2016,10.0,,,,,,,,,,,,,,,,,
Limpopo,Bank robbery,2016,0.0,,,,,,,,,,,,,,,,,
Limpopo,Truck hijacking,2016,25.0,,,,,,,,,,,,,,,,,
Limpopo,Arson,2016,484.0,,,,,,,,,,,,,,,,,
Limpopo,Malicious damage to property,2016,6859.0,,,,,,,,,,,,,,,,,
Limpopo,Contact-related crime,2016,7343.0,,,,,,,,,,,,,,,,,
Limpopo,Burglary at non-residential premises,2016,7281.0,,,,,,,,,,,,,,,,,
Limpopo,Burglary at residential premises,2016,15956.0,,,,,,,,,,,,,,,,,
Limpopo,Theft of motor vehicle and motorcycle,2016,1014.0,,,,,,,,,,,,,,,,,
Limpopo,Theft out of or from motor vehicle,2016,4983.0,,,,,,,,,,,,,,,,,
Limpopo,Stock-theft,2016,1920.0,,,,,,,,,,,,,,,,,
Limpopo,Property-related crime,2016,31154.0,,,,,,,,,,,,,,,,,
Limpopo,All theft not mentioned elsewhere,2016,20717.0,,,,,,,,,,,,,,,,,
Limpopo,Commercial crime,2016,4021.0,,,,,,,,,,,,,,,,,
Limpopo,Shoplifting,2016,3742.0,,,,,,,,,,,,,,,,,
Limpopo,Other serious crime,2016,28480.0,,,,,,,,,,,,,,,,,
Limpopo,17 Community reported serious crime,2016,103698.0,,,,,,,,,,,,,,,,,
Limpopo,Illegal possession of firearms and ammunition,2016,532.0,,,,,,,,,,,,,,,,,
Limpopo,Drug-related crime,2016,14381.0,,,,,,,,,,,,,,,,,
Limpopo,Driving under the influence of alcohol or drugs,2016,4418.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual offences detected as a result of police action,2016,698.0,,,,,,,,,,,,,,,,,
Limpopo,Crime detected as a result of police action,2016,20029.0,,,,,,,,,,,,,,,,,
Limpopo,Kidnapping,2016,271.0,,,,,,,,,,,,,,,,,
Mpumalanga,Murder,2016,954.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual offences,2016,3221.0,,,,,,,,,,,,,,,,,
Mpumalanga,Attempted murder,2016,953.0,,,,,,,,,,,,,,,,,
Mpumalanga,Assault with the intent to inflict grievous bodily harm,2016,10910.0,,,,,,,,,,,,,,,,,
Mpumalanga,Common assault,2016,7720.0,,,,,,,,,,,,,,,,,
Mpumalanga,Common robbery,2016,2954.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery with aggravating circumstances,2016,6712.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact crime (Crimes against the person),2016,33424.0,,,,,,,,,,,,,,,,,
Mpumalanga,Rape,2016,2712.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual assault,2016,264.0,,,,,,,,,,,,,,,,,
Mpumalanga,Attempted sexual offences,2016,146.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact sexual offences,2016,99.0,,,,,,,,,,,,,,,,,
Mpumalanga,Carjacking,2016,811.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery at residential premises,2016,1141.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery at non-residential premises,2016,1765.0,,,,,,,,,,,,,,,,,
Mpumalanga,TRIO Crime,2016,3717.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery of cash in transit,2016,22.0,,,,,,,,,,,,,,,,,
Mpumalanga,Truck hijacking,2016,180.0,,,,,,,,,,,,,,,,,
Mpumalanga,Arson,2016,260.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact-related crime,2016,5843.0,,,,,,,,,,,,,,,,,
Mpumalanga,Burglary at residential premises,2016,18535.0,,,,,,,,,,,,,,,,,
Mpumalanga,Theft of motor vehicle and motorcycle,2016,2211.0,,,,,,,,,,,,,,,,,
Mpumalanga,Theft out of or from motor vehicle,2016,6938.0,,,,,,,,,,,,,,,,,
Mpumalanga,Stock-theft,2016,2903.0,,,,,,,,,,,,,,,,,
Mpumalanga,Property-related crime,2016,36752.0,,,,,,,,,,,,,,,,,
Mpumalanga,All theft not mentioned elsewhere,2016,18498.0,,,,,,,,,,,,,,,,,
Mpumalanga,Commercial crime,2016,5152.0,,,,,,,,,,,,,,,,,
Mpumalanga,Shoplifting,2016,3454.0,,,,,,,,,,,,,,,,,
Mpumalanga,Other serious crime,2016,27104.0,,,,,,,,,,,,,,,,,
Mpumalanga,Illegal possession of firearms and ammunition,2016,1138.0,,,,,,,,,,,,,,,,,
Mpumalanga,Drug-related crime,2016,11531.0,,,,,,,,,,,,,,,,,
Mpumalanga,Driving under the influence of alcohol or drugs,2016,4207.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual offences detected as a result of police action,2016,41.0,,,,,,,,,,,,,,,,,
Mpumalanga,Crime detected as a result of police action,2016,16917.0,,,,,,,,,,,,,,,,,
Mpumalanga,Kidnapping,2016,321.0,,,,,,,,,,,,,,,,,
North West,Murder,2016,901.0,,,,,,,,,,,,,,,,,
North West,Sexual offences,2016,4326.0,,,,,,,,,,,,,,,,,
North West,Attempted murder,2016,898.0,,,,,,,,,,,,,,,,,
North West,Assault with the intent to inflict grievous bodily harm,2016,12731.0,,,,,,,,,,,,,,,,,
North West,Common assault,2016,7021.0,,,,,,,,,,,,,,,,,
North West,Common robbery,2016,2589.0,,,,,,,,,,,,,,,,,
North West,Robbery with aggravating circumstances,2016,7017.0,,,,,,,,,,,,,,,,,
North West,Contact crime (Crimes against the person),2016,35483.0,,,,,,,,,,,,,,,,,
North West,Rape,2016,3615.0,,,,,,,,,,,,,,,,,
North West,Sexual assault,2016,319.0,,,,,,,,,,,,,,,,,
North West,Attempted sexual offences,2016,246.0,,,,,,,,,,,,,,,,,
North West,Contact sexual offences,2016,146.0,,,,,,,,,,,,,,,,,
North West,Carjacking,2016,390.0,,,,,,,,,,,,,,,,,
North West,Robbery at residential premises,2016,1290.0,,,,,,,,,,,,,,,,,
North West,Robbery at non-residential premises,2016,1493.0,,,,,,,,,,,,,,,,,
North West,TRIO Crime,2016,3173.0,,,,,,,,,,,,,,,,,
North West,Bank robbery,2016,0.0,,,,,,,,,,,,,,,,,
North West,Truck hijacking,2016,48.0,,,,,,,,,,,,,,,,,
